Country	countryCode	stateProvince	decimalLatitude	decimalLongitude	genus	specificEpithet
Colombia	CO	Huila	5.241528	-75.686417	Hypsiboas	crepitans
Colombia	CO	NA	5.302667	-74.812778	Hypsiboas	crepitans
Colombia	CO	NA	5.302667	-74.812778	Hypsiboas	crepitans
Colombia	CO	NA	5.302667	-74.812778	Hypsiboas	crepitans
Colombia	CO	Caldas	5.31562	-74.94087	Hypsiboas	crepitans
Colombia	CO	Caldas	5.31925	-74.929722	Hypsiboas	crepitans
Colombia	CO	Meta	5.34175	-74.753333	Hypsiboas	crepitans
Colombia	CO	Meta	5.34175	-74.753333	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.34257	-75.075	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.34257	-75.075	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.34257	-75.075	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.34257	-75.075	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Caldas	5.35027	-75.0397	Hypsiboas	crepitans
Colombia	CO	Vichada	5.355	-68.024	Hypsiboas	crepitans
Colombia	CO	Casanare	5.380556	-72.491111	Hypsiboas	crepitans
Colombia	CO	Caldas	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Caldas	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Caldas	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Caldas	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Casanare	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Caldas	5.385054	-74.770147	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.433333	-74.033333	Hypsiboas	crepitans
Colombia	CO	Caldas	5.450313	-74.673854	Hypsiboas	crepitans
Colombia	CO	Casanare	5.498972	-72.397444	Hypsiboas	crepitans
Colombia	CO	Casanare	5.4996	-72.442521	Hypsiboas	crepitans
Colombia	CO	Casanare	5.501557	-72.448224	Hypsiboas	crepitans
Colombia	CO	Caldas	5.502194	-74.91125	Hypsiboas	crepitans
Colombia	CO	Casanare	5.515917	-72.3755	Hypsiboas	crepitans
Colombia	CO	Casanare	5.515917	-72.3755	Hypsiboas	crepitans
Colombia	CO	Casanare	5.515917	-72.3755	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Casanare	5.517425	-71.85435	Hypsiboas	crepitans
Colombia	CO	Caldas	5.523722	-74.930889	Hypsiboas	crepitans
Colombia	CO	Casanare	5.528972	-71.898078	Hypsiboas	crepitans
Colombia	CO	Casanare	5.528972	-71.898078	Hypsiboas	crepitans
Colombia	CO	Casanare	5.548503	-71.909872	Hypsiboas	crepitans
Colombia	CO	Caldas	5.555389	-74.876222	Hypsiboas	crepitans
Colombia	CO	Caldas	5.564138	-74.866777	Hypsiboas	crepitans
Colombia	CO	Caldas	5.564138	-74.866777	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566528	-74.878972	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566528	-74.878972	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566528	-74.878972	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566528	-74.878972	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566528	-74.878972	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566667	-74.883333	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566667	-74.883333	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566667	-74.883333	Hypsiboas	crepitans
Colombia	CO	Caldas	5.566667	-74.883333	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.567	-74.871194	Hypsiboas	crepitans
Colombia	CO	Caldas	5.569417	-74.871694	Hypsiboas	crepitans
Colombia	CO	Caldas	5.569417	-74.871694	Hypsiboas	crepitans
Colombia	CO	Caldas	5.569806	-74.896694	Hypsiboas	crepitans
Colombia	CO	Caldas	5.575806	-74.889667	Hypsiboas	crepitans
Colombia	CO	Caldas	5.576694	-74.870028	Hypsiboas	crepitans
Colombia	CO	Casanare	5.582303	-71.879308	Hypsiboas	crepitans
Colombia	CO	Casanare	5.583744	-71.876353	Hypsiboas	crepitans
Colombia	CO	Cundinamarca	5.58719	-74.3041	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.589	-75.18	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.589	-75.18	Hypsiboas	crepitans
Colombia	CO	Caldas	5.594167	-74.885278	Hypsiboas	crepitans
Colombia	CO	Caldas	5.594167	-74.885278	Hypsiboas	crepitans
Colombia	CO	Casanare	5.758556	-72.20125	Hypsiboas	crepitans
Colombia	CO	Casanare	5.758556	-72.20125	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.766805	-74.973666	Hypsiboas	crepitans
Colombia	CO	Casanare	5.792833	-72.162639	Hypsiboas	crepitans
Colombia	CO	Casanare	5.794111	-72.211686	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.813721	-74.999434	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.8562	-74.3242	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Boyaca	5.86965	-74.3405	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.894433	-75.190067	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906178	-71.481742	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906275	-71.482122	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906561	-71.480208	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906561	-71.480208	Hypsiboas	crepitans
Colombia	CO	Casanare	5.90668	-71.49799	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906681	-71.497989	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906681	-71.497989	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906681	-71.497989	Hypsiboas	crepitans
Colombia	CO	Casanare	5.906692	-71.481869	Hypsiboas	crepitans
Colombia	CO	Casanare	5.907394	-71.496403	Hypsiboas	crepitans
Colombia	CO	Casanare	5.91235	-71.482231	Hypsiboas	crepitans
Colombia	CO	Casanare	5.912472	-71.482003	Hypsiboas	crepitans
Colombia	CO	Casanare	5.924072	-71.4656	Hypsiboas	crepitans
Colombia	CO	Casanare	5.929522	-71.460633	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.92972	-75.15634	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934131	-71.487203	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934389	-71.486878	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934389	-71.486878	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934389	-71.486878	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934389	-71.486878	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934428	-71.486325	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934483	-71.487136	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934606	-71.486439	Hypsiboas	crepitans
Colombia	CO	Casanare	5.934686	-71.486456	Hypsiboas	crepitans
Colombia	CO	Antioquia	5.967626	-75.047944	Hypsiboas	crepitans
Colombia	CO	Casanare	6.000431	-71.531525	Hypsiboas	crepitans
Colombia	CO	Casanare	6.007592	-71.564689	Hypsiboas	crepitans
Colombia	CO	Casanare	6.020278	-71.531383	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.021319	-73.097455	Hypsiboas	crepitans
Colombia	CO	Huila	6.022234	-73.098466	Hypsiboas	crepitans
Colombia	CO	Santander	6.029267	-73.115447	Hypsiboas	crepitans
Colombia	CO	Caldas	6.029267	-73.115447	Hypsiboas	crepitans
Colombia	CO	Santander	6.048071	-73.117305	Hypsiboas	crepitans
Colombia	CO	Santander	6.048071	-73.117305	Hypsiboas	crepitans
Colombia	CO	Santander	6.048071	-73.117305	Hypsiboas	crepitans
Colombia	CO	Boyaca	6.084647	-74.562382	Hypsiboas	crepitans
Colombia	CO	Boyaca	6.084647	-74.562382	Hypsiboas	crepitans
Colombia	CO	Boyaca	6.084647	-74.562382	Hypsiboas	crepitans
Colombia	CO	Boyaca	6.084647	-74.562382	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.08925	-73.2187	Hypsiboas	crepitans
Colombia	CO	Santander	6.09572	-73.2164	Hypsiboas	crepitans
Colombia	CO	Santander	6.09572	-73.2164	Hypsiboas	crepitans
Colombia	CO	Santander	6.09572	-73.2164	Hypsiboas	crepitans
Colombia	CO	Santander	6.09572	-73.2164	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Meta	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Casanare	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Casanare	6.109289	-67.493018	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Santander	6.16305	-73.4571	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.185463	-74.995779	Hypsiboas	crepitans
Colombia	CO	Santander	6.18706	-73.4237	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.190041	-74.586706	Hypsiboas	crepitans
Colombia	CO	Casanare	6.2006	-71.600275	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Santander	6.20146	-73.4271	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.210528	-74.814694	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.215083	-74.832917	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.215611	-74.839361	Hypsiboas	crepitans
Colombia	CO	Arauca	6.218425	-71.599219	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.218611	-74.839056	Hypsiboas	crepitans
Colombia	CO	Arauca	6.218925	-71.598728	Hypsiboas	crepitans
Colombia	CO	Arauca	6.218925	-71.598728	Hypsiboas	crepitans
Colombia	CO	Arauca	6.218925	-71.598728	Hypsiboas	crepitans
Colombia	CO	Arauca	6.219481	-71.598831	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.223417	-74.847333	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.223917	-74.846278	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.223917	-74.846278	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.223917	-74.846278	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.227556	-74.852667	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.227556	-74.852667	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.251463	-75.571825	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.2666	-75.5666	Hypsiboas	crepitans
Colombia	CO	Arauca	6.26675	-71.915944	Hypsiboas	crepitans
Colombia	CO	Arauca	6.26975	-71.864889	Hypsiboas	crepitans
Colombia	CO	Arauca	6.282028	-71.776861	Hypsiboas	crepitans
Colombia	CO	Arauca	6.282028	-71.776861	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.30314	-74.53143	Hypsiboas	crepitans
Colombia	CO	Santander	6.317722	-73.912389	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.352028	-75.008111	Hypsiboas	crepitans
Colombia	CO	Arauca	6.369019	-71.922014	Hypsiboas	crepitans
Colombia	CO	Arauca	6.369019	-71.922014	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.370722	-74.997889	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.370722	-74.997889	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.371333	-74.021667	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.372722	-74.021944	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.38401	-74.99155	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.385861	-74.9985	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388722	-75.035667	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.388861	-75.033028	Hypsiboas	crepitans
Colombia	CO	Arauca	6.394861	-71.936789	Hypsiboas	crepitans
Colombia	CO	Santander	6.414375	-73.164687	Hypsiboas	crepitans
Colombia	CO	Santander	6.416667	-73.166667	Hypsiboas	crepitans
Colombia	CO	Cundinamarca	6.434757	-74.001363	Hypsiboas	crepitans
Colombia	CO	Santander	6.470889	-74.390298	Hypsiboas	crepitans
Colombia	CO	Santander	6.470889	-74.390298	Hypsiboas	crepitans
Colombia	CO	Santander	6.470889	-74.390298	Hypsiboas	crepitans
Colombia	CO	Santander	6.470889	-74.390298	Hypsiboas	crepitans
Colombia	CO	Santander	6.470889	-74.390298	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.50879	-74.91908	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.50879	-74.91908	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.50879	-74.91908	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.50879	-74.91908	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.54412	-74.64022	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.5469	-74.6436	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.558309	-75.82699	Hypsiboas	crepitans
Colombia	CO	Santander	6.583333	-72.916667	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.584722	-75.198889	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.584722	-75.198889	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.584722	-75.198889	Hypsiboas	crepitans
Colombia	CO	Santander	6.606667	-72.705833	Hypsiboas	crepitans
Colombia	CO	Santander	6.6075	-72.707778	Hypsiboas	crepitans
Colombia	CO	Arauca	6.620683	-70.523583	Hypsiboas	crepitans
Colombia	CO	Arauca	6.638967	-70.507633	Hypsiboas	crepitans
Colombia	CO	Arauca	6.675117	-70.526567	Hypsiboas	crepitans
Colombia	CO	Santander	6.684167	-73.239444	Hypsiboas	crepitans
Colombia	CO	Santander	6.685556	-73.246944	Hypsiboas	crepitans
Colombia	CO	Santander	6.686389	-73.243611	Hypsiboas	crepitans
Colombia	CO	Santander	6.6875	-73.244722	Hypsiboas	crepitans
Colombia	CO	Santander	6.690889	-73.449278	Hypsiboas	crepitans
Colombia	CO	Santander	6.690889	-73.449278	Hypsiboas	crepitans
Colombia	CO	Santander	6.690889	-73.449278	Hypsiboas	crepitans
Colombia	CO	Santander	6.690889	-73.449278	Hypsiboas	crepitans
Colombia	CO	Santander	6.690889	-73.449278	Hypsiboas	crepitans
Colombia	CO	Santander	6.70376	-73.45218	Hypsiboas	crepitans
Colombia	CO	Santander	6.70579	-73.44841	Hypsiboas	crepitans
Colombia	CO	Arauca	6.71205	-70.198633	Hypsiboas	crepitans
Colombia	CO	Santander	6.715	-73.200278	Hypsiboas	crepitans
Colombia	CO	Santander	6.718889	-73.205278	Hypsiboas	crepitans
Colombia	CO	Santander	6.720556	-73.203889	Hypsiboas	crepitans
Colombia	CO	Santander	6.723056	-73.205556	Hypsiboas	crepitans
Colombia	CO	Arauca	6.7326	-70.206433	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.7386	-74.2581	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.781751	-75.112806	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.781751	-75.112806	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.795528	-75.136194	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.795528	-75.136194	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.809	-75.1515	Hypsiboas	crepitans
Colombia	CO	Santander	6.810939	-73.107646	Hypsiboas	crepitans
Colombia	CO	Santander	6.810939	-73.107646	Hypsiboas	crepitans
Colombia	CO	Antioquia	6.852861	-75.814465	Hypsiboas	crepitans
Colombia	CO	Santander	6.85355	-73.1198	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.865861	-73.049167	Hypsiboas	crepitans
Colombia	CO	Santander	6.876667	-73.385278	Hypsiboas	crepitans
Colombia	CO	Santander	6.876667	-73.385278	Hypsiboas	crepitans
Colombia	CO	Santander	6.890311	-73.544953	Hypsiboas	crepitans
Colombia	CO	Santander	6.94462	-73.0768	Hypsiboas	crepitans
Colombia	CO	Santander	6.94462	-73.0768	Hypsiboas	crepitans
Colombia	CO	Santander	6.94462	-73.0768	Hypsiboas	crepitans
Colombia	CO	Santander	6.94462	-73.0768	Hypsiboas	crepitans
Colombia	CO	Santander	6.94462	-73.0768	Hypsiboas	crepitans
Colombia	CO	Santander	6.955121	-73.002725	Hypsiboas	crepitans
Colombia	CO	Santander	6.955121	-73.002725	Hypsiboas	crepitans
Colombia	CO	Arauca	6.95945	-71.09228	Hypsiboas	crepitans
Colombia	CO	Arauca	6.95945	-71.09228	Hypsiboas	crepitans
Colombia	CO	Arauca	6.95945	-71.09228	Hypsiboas	crepitans
Colombia	CO	Arauca	6.95945	-71.09228	Hypsiboas	crepitans
Colombia	CO	Arauca	6.95945	-71.09228	Hypsiboas	crepitans
Colombia	CO	Santander	6.962469	-73.004776	Hypsiboas	crepitans
Colombia	CO	Santander	6.962823	-73.005508	Hypsiboas	crepitans
Colombia	CO	Arauca	6.964688	-71.629167	Hypsiboas	crepitans
Colombia	CO	Santander	6.994176	-73.020928	Hypsiboas	crepitans
Colombia	CO	Santander	7.00573	-73.054859	Hypsiboas	crepitans
Colombia	CO	Santander	7.00573	-73.054859	Hypsiboas	crepitans
Colombia	CO	Santander	7.0076	-73.38913	Hypsiboas	crepitans
Colombia	CO	Santander	7.0076	-73.38913	Hypsiboas	crepitans
Colombia	CO	Santander	7.0076	-73.38913	Hypsiboas	crepitans
Colombia	CO	Santander	7.0076	-73.38913	Hypsiboas	crepitans
Colombia	CO	Santander	7.0076	-73.38913	Hypsiboas	crepitans
Colombia	CO	Santander	7.021832	-73.154497	Hypsiboas	crepitans
Colombia	CO	Santander	7.02418	-73.142015	Hypsiboas	crepitans
Colombia	CO	Santander	7.070542	-73.263735	Hypsiboas	crepitans
